Id,Height,Weight,Name,Gender
1,73.847017017515,241.893563180437,Mary,Female
2,68.7819040458903,162.3104725213,Anna,Female
3,74.1101053917849,212.7408555565,Emma,Female
4,71.7309784033377,220.042470303077,Elizabeth,Female
5,69.8817958611153,206.349800623871,Minnie,Female
6,67.2530156878065,152.212155757083,Margaret,Female
7,68.7850812516616,183.927888604031,Ida,Female
8,68.3485155115879,167.971110489509,Alice,Female
9,67.018949662883,175.92944039571,Bertha,Female
10,63.4564939783664,156.399676387112,Sarah,Female
11,71.1953822829745,186.604925560358,Annie,Female
12,71.6408051192206,213.741169489411,Clara,Female
13,64.7663291334055,167.127461073476,Ella,Female
14,69.2830700967204,189.446181386738,Florence,Female
15,69.2437322298112,186.434168021239,Cora,Female
16,67.6456197004212,172.186930058117,Martha,Female
17,72.4183166259878,196.028506330482,Laura,Female
18,63.974325721061,172.88347020878,Nellie,Female
19,69.6400598997523,185.98395757313,Grace,Female
20,67.9360048540095,182.426648013226,Carrie,Female
21,67.9150501938206,174.115929081393,Maude,Female
22,69.4394398680395,197.73142161472,Mabel,Female
23,66.1491319608781,149.173566007975,Bessie,Female
24,75.2059736142212,228.761780615196,Jennie,Female
25,67.8931963386043,162.006651848287,Gertrude,Female
26,68.1440327982008,192.343976579187,Julia,Female
27,69.0896314289256,184.435174408406,Hattie,Female
28,72.8008435165003,206.828189420354,Edith,Female
29,67.4212422817167,175.213922399227,Mattie,Female
30,68.4964153568827,154.342638925955,Rose,Female
31,68.6181105502058,187.506843155807,Catherine,Female
32,74.0338076216678,212.910225325521,Lillian,Female
33,71.5282160355709,195.032243233835,Ada,Female
34,69.1801610995692,205.183621341371,Lillie,Female
35,69.577202365402,204.164125484101,Helen,Female
36,70.4009288884762,192.903515074649,Jessie,Female
37,69.0761711675356,197.488242598925,Louise,Female
38,67.1935232827228,183.810973232751,Ethel,Female
39,65.8073156549306,163.851824878622,Lula,Female
40,64.3041878915595,163.108017147583,Myrtle,Female
41,67.9743362271967,172.135597406825,Eva,Female
42,72.1894259592134,194.045404898059,Frances,Female
43,65.2703455240394,168.617746204292,Lena,Female
44,66.0901773762725,161.193432596622,Lucy,Female
45,67.5103215157138,164.660277264007,Edna,Female
46,70.1047862551571,188.922303151274,Maggie,Female
47,68.2518364408672,187.060552163801,Pearl,Female
48,72.1727091157973,209.070863390252,Daisy,Female
49,69.1798576188774,192.014335412005,Fannie,Female
50,72.870360147235,211.34249681964,Josephine,Female
51,64.7825829779871,165.61162618225,Dora,Female
52,70.1835498874837,201.071918099568,Rosa,Female
53,68.4914502529394,173.423960346601,Katherine,Female
54,67.3308308810162,181.407679285937,Agnes,Female
55,66.9909440825232,169.737707400252,Marie,Female
56,66.4995499002499,163.309528309674,Nora,Female
57,68.3530566463988,189.710209942456,May,Female
58,70.7744590703974,192.124847346168,Mamie,Female
